Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2000-01-03,92.41493225097656,94.20207103537447,91.4220773707555,94.20207103537447,8164300
2000-01-04,88.80097198486328,91.54125242625665,88.73147211859606,91.20368164724442,8089800
2000-01-05,88.95979309082031,89.93279082775116,87.2123685836792,88.92007889747619,12177900
2000-01-06,87.53010559082031,89.91295783013484,87.53010559082031,88.72153171047758,6227200
2000-01-07,92.61347961425781,92.61347961425781,88.99948877167742,89.15834551201063,8066500
2000-01-10,92.93119812011719,93.3481970860408,92.15677146911622,92.93119812011719,5741700
2000-01-11,91.8192138671875,92.8319257848403,91.18378678160143,92.65321191701922,7503700
2000-01-12,90.90583801269531,91.87883627888624,90.78669536785561,91.87883627888624,6907700
2000-01-13,92.13691711425781,92.61348737519364,91.04477693294658,91.79934651276162,5158300
2000-01-14,93.3879165649414,93.70563008079066,92.75248953324288,93.1099172385733,7437300
2000-01-18,92.6531982421875,93.16948267302695,92.25605637231101,92.35534183978012,6488500
2000-01-19,93.40777587890625,93.40777587890625,92.13692178531569,92.33549273743921,6157900
2000-01-20,91.97807312011719,93.3879270042986,91.38236021130814,93.3879270042986,5800100
2000-01-21,91.77949523925781,92.45463648506802,91.54121009367775,92.45463648506802,6244800
2000-01-24,89.1781997680664,92.67304794423644,88.5824870107647,92.5539053927761,7896900
2000-01-25,90.19095611572266,90.19095611572266,88.32438855190101,89.287457986426,9942500
2000-01-26,89.47611999511719,89.94276198799008,89.01940655528415,89.59526263159538,5158100
2000-01-27,89.11865997314453,90.36965720538787,87.7683772462787,90.1313720182939,10922700
2000-01-28,86.3386459350586,88.99949656875175,86.12021789796438,88.60235468312591,11916200
2000-01-31,88.68182373046875,88.75132359232649,85.78268663583184,86.29897132391787,10768700
2000-02-01,89.55551147460938,90.03208182391992,88.02651493723799,88.80094175486765,8419900
2000-02-02,89.63490295410156,90.38947236310817,89.19804698046615,89.77390258207646,6205900
2000-02-03,90.98521423339844,91.02492842555618,88.95979043335333,89.5157891235618,7997500
2000-02-04,90.6079330444336,91.50150240384616,90.31007659129608,90.98521788507446,4925400
2000-02-07,90.46894073486328,90.72708301527443,89.8732277800683,90.58808332582227,5845800
2000-02-08,91.7000503540039,91.85890708913426,91.26319433239539,91.48162234319965,4936400
2000-02-09,89.77391815185547,91.7993416536226,89.76398960527817,91.7993416536226,8511500
2000-02-10,89.95263671875,90.58806373309879,89.51578064638521,89.9923509071468,6690600
2000-02-11,88.12579345703125,90.19093147405046,87.70879443436391,90.13136018509798,9849800
2000-02-14,88.6420669555664,88.82078080023489,87.88749738918838,88.82078080023489,8528800
2000-02-15,89.64482879638672,89.73418569739098,87.5598344396206,88.48318908333131,11078300
2000-02-16,88.32437133789062,89.55551140599972,88.1953002017179,89.19808364429063,8845400
2000-02-17,87.86766815185547,89.23780806202,87.82795395156084,89.23780806202,7584200
2000-02-18,85.98126220703125,88.2449721127129,85.54440590944355,88.2449721127129,9409200
2000-02-22,85.76277923583984,86.63649127250966,84.84935301568504,85.90177887803732,16415400
2000-02-23,86.77550506591797,87.35136082035999,85.46493679718786,86.17979221649519,12119000
2000-02-24,85.0280990600586,87.07338028452988,84.57138577692423,86.85495219259606,17375000
2000-02-25,84.72024536132812,86.87473888569332,84.59117432069795,85.90174181017355,10559900
2000-02-28,86.49748992919922,86.85491757353476,84.33306697183404,84.7500658902255,13397800
2000-02-29,87.33153533935547,87.33153533935547,86.25925182222832,86.45782284391854,8242500
2000-03-01,87.96697235107422,88.32440022970161,87.19254528071487,87.45068763750132,6868000
2000-03-02,88.0264892578125,88.4037740076204,87.27191975819669,88.12577471828826,7600200
2000-03-03,89.6745834350586,90.0518679977836,88.7810147338678,89.23772762558754,12770300
2000-03-06,88.80097198486328,89.81368432189997,88.16554463613438,89.47611354288775,11967100
2000-03-07,87.08326721191406,89.05904764460942,85.92162746002786,88.95976219573025,20062000
2000-03-08,86.9740982055664,87.58966830702133,85.80252930279737,86.71595590495629,11808500
2000-03-09,89.51577758789062,89.51577758789062,86.4974993728597,87.21235473957756,5500900
2000-03-10,89.0392074584961,90.23063307123243,88.66192268112958,89.0789216455873,7924600
2000-03-13,88.06623840332031,89.25766440201235,86.21952810534764,86.85495530465006,10540500
2000-03-14,86.81523132324219,89.01936917248278,86.51737485712859,88.50308463121922,8263900
2000-03-15,88.84062957763672,89.237771417501,86.45777853845112,86.97406293027467,10300800
2000-03-16,92.99079132080078,93.30850489353895,89.51579911897714,89.99236947808438,25601400
2000-03-17,93.60533142089844,94.28218834737878,92.64976870116149,92.88865938109574,10272900
2000-03-20,93.12754821777344,93.86412779965835,92.23170818575124,93.56551445565096,12502300
2000-03-21,95.0387191772461,95.39705536182726,92.05258430573649,92.7095339774686,13612600
2000-03-22,95.61602020263672,96.09380169022016,94.72017991341777,95.27759164893179,8260000
2000-03-23,97.24844360351562,97.76604023272574,95.01879658537976,95.01879658537976,11654500
2000-03-24,97.82575988769531,99.21928923082487,96.65121372705754,97.38779352271173,11462900
2000-03-27,96.79059600830078,97.96514252506132,96.71096573597804,97.70634414001239,8798600
2000-03-28,96.23316192626953,97.45747708110312,95.9345484738711,96.35260730722891,6334400
2000-03-29,96.33270263671875,97.13895898240735,95.33732443216492,96.55168584172058,6747500
2000-03-30,94.72021484375,96.78064826878743,93.72483637754834,95.65587060197956,9491900
2000-03-31,95.79522705078125,97.02949639349706,94.56095770806544,95.31744536972997,9249100
2000-04-03,96.35263061523438,96.35263061523439,94.7202100139019,95.6359581561128,8508200
2000-04-04,95.63592529296875,97.46742094803808,90.07176186262221,96.67111848931228,19585500
2000-04-05,95.0387191772461,96.07391259936944,94.0433408867429,94.2026014132234,8387200
2000-04-06,95.8648452758789,96.63128625669529,94.91923627357296,95.71553859130428,6378500
2000-04-07,96.47203063964844,96.90999693640293,95.87480387134686,96.55166087542199,6023600
2000-04-10,96.09381866455078,97.53711716324146,95.75539005106468,96.67113806402705,9624200
2000-04-11,95.81514739990234,96.59154273516023,94.52115517447254,95.55634895481639,9006400
2000-04-12,93.18731689453125,96.29289720547911,93.10768663014798,95.79520805308361,10779200
2000-04-13,91.89329528808594,94.38174024281096,91.59468189351892,93.94377393077936,12225800
2000-04-14,86.63770294189453,90.97755111315672,85.04509810840382,90.85810575064491,29604000
2000-04-17,89.66366577148438,89.66366577148438,85.80159846249948,86.1201194776735,23918200
2000-04-18,92.03268432617188,92.03268432617188,89.04654920851543,89.5442383947915,11069200
2000-04-19,91.1766357421875,92.45071973509143,90.79839205679414,92.05256848730895,6553700
2000-04-20,91.61458587646484,91.69421611190724,90.69883816887742,91.45532540558008,8537600
2000-04-24,90.61918640136719,91.2960432417992,89.50436337006741,90.14140510223872,12893100
2000-04-25,94.38177490234375,94.38177490234375,92.01277443548467,92.13221983717504,14102000
2000-04-26,93.3166732788086,94.75997115885417,93.00810614583334,94.26228223470052,7711100
2000-04-27,93.00814819335938,93.86417352989928,91.09702186061911,91.09702186061911,15595300
2000-04-28,92.43081665039062,94.1926360071771,92.41090908703711,93.6451780149553,8743400
2000-05-01,93.68500518798828,94.59079943704342,92.90861011736959,93.3664841333755,7328300
2000-05-02,91.81368255615234,93.72480864578604,91.81368255615234,92.68961534723445,9411900
2000-05-03,89.66366577148438,91.73405237011545,89.04653130458473,91.73405237011545,12630700
2000-05-04,90.34050750732422,90.68888980820086,89.66365046562105,90.45995286762478,5963600
2000-05-05,91.43547058105469,91.7340841361855,89.7831422426642,89.86277252403241,7862400
2000-05-08,90.7486572265625,91.33593053756033,90.36045961420801,90.93777914027368,5064100
2000-05-09,90.02198028564453,91.35578671623679,89.35507707034841,91.13680357091567,5620300
2000-05-10,87.99143981933594,89.80302828620461,87.7525490324961,89.50441480265484,10293900
2000-05-11,90.0020523071289,90.14140518617113,88.62843107085554,89.26547280362,7091100
2000-05-12,90.97756958007812,91.39562843372836,90.22108213061576,90.34052751737298,5960800
2000-05-15,92.5502700805664,92.75929951395982,90.45997574663234,90.93775730867442,4441300
2000-05-16,93.44612884521484,94.1030786219281,92.57019580959715,93.3664985692496,8192200
2000-05-17,92.470703125,93.12765322255113,92.03273639329925,92.8091319631324,5907200
2000-05-18,91.33589172363281,93.20720249565144,91.33589172363281,92.76923614475346,4325600
2000-05-19,89.90255737304688,91.24631791837031,89.44468340945518,90.81830530023025,6518400
2000-05-22,89.22573852539062,90.12157927363752,87.27479645143073,89.98222626835468,10839400
2000-05-23,87.91180419921875,89.7034849913224,87.63309829822485,89.46459421904191,7979200
2000-05-24,89.34517669677734,89.62388268469064,86.95626822894907,87.91183161608038,11081500
2000-05-25,87.812255859375,90.34051622984443,87.7326256114862,89.62384399884522,8278900
2000-05-26,87.91180419921875,88.98681267448094,87.48379156554955,88.42940087249315,4814000
2000-05-30,90.77850341796875,91.05720934951513,88.84746946368301,89.18589809484648,5362700
2000-05-31,90.97756958007812,91.73405702954048,90.5196955975088,90.81830906440183,6056500
2000-06-01,92.57018280029297,92.64981306506742,91.09702290196573,91.53498935822518,8961600
2000-06-02,94.18265533447266,94.97895764125323,93.95371842127324,94.87941985290566,8962200
2000-06-05,93.72480773925781,94.4215724526975,93.56554723332874,93.94379093491028,6998100
2000-06-06,93.3067855834961,94.14290356824259,92.94844930431903,93.40632343882305,4858900
2000-06-07,93.95370483398438,94.28217948802839,93.00809598143341,93.40624707724434,4919500
2000-06-08,93.58546447753906,94.12296874065193,93.0479602144262,93.96370821824812,5723100
2000-06-09,93.3863754272461,94.262308174805,92.76924099146595,93.96369473813719,3085300
2000-06-12,92.29144287109375,93.62524931465788,92.29144287109376,93.62524931465788,3678900
2000-06-13,94.02340698242188,94.12294478358896,92.1321887602474,92.2516341216479,6558700
2000-06-14,94.18265533447266,94.83960473756663,93.76459662341284,94.44145358417634,6420500
2000-06-15,94.38177490234375,94.76001867436327,93.54565709051114,94.36186733539536,5881200
2000-06-16,93.60626220703125,94.70375622139636,93.1473101646604,94.70375622139636,5567900
2000-06-19,94.80352783203125,95.24252543512632,93.38676284022442,93.52644389575468,5106900
2000-06-20,94.46429443359375,95.06292747816659,93.8656613890209,94.6239299121465,6480000
2000-06-21,94.42440032958984,94.78358021250037,93.79583553449642,93.82576719140563,3115000
2000-06-22,92.98768615722656,94.30467913713578,92.5885973754359,94.22486138077764,7490500
2000-06-23,92.18944549560547,93.30689331979463,91.87017468869428,93.10734906547513,4863300
2000-06-26,93.37675476074219,93.38673197569686,92.50873705968603,92.82800793823542,5201300
2000-06-27,92.68841552734375,93.68613797650784,92.59862050691898,93.21720842540071,4159500
